Country/Area,Region,Subregion,State/Province,Project Name,Unit Name,Status,Reactor Type,Model,capacity_numeric,capacity_factor,annual_generation_twh,Start Year,Retirement Year,Commercial Operation Date,Construction Start Date,Latitude,Longitude
Russia,Europe,Eastern Europe,Sverdlovsk Oblast,Beloyarsk nuclear power plant,2,retired,light water graphite reactor,AMB-200,160.0,0.85,1.19136,1969.0,1990.0,1969-12-01,1962-01-01,56.8417,61.3225
Russia,Europe,Eastern Europe,Sverdlovsk Oblast,Beloyarsk nuclear power plant,3,operating,fast breeder reactor,BN-600,600.0,0.9,4.7304,1981.0,,1981-11-01,1969-01-01,56.8417,61.3225
Russia,Europe,Eastern Europe,Sverdlovsk Oblast,Beloyarsk nuclear power plant,4,operating,fast breeder reactor,BN-800,885.0,0.9,6.97734,2016.0,,2016-10-31,2006-07-18,56.8417,61.3225
Russia,Europe,Eastern Europe,Sverdlovsk Oblast,Beloyarsk nuclear power plant,5,pre-construction,fast breeder reactor,BN-1200M,1200.0,0.85,8.9352,2034.0,,2034,,56.8417,61.3225
Russia,Europe,Eastern Europe,Sverdlovsk Oblast,Beloyarsk nuclear power plant,6,cancelled - inferred 4 y,fast breeder reactor,BN-1200,1600.0,0.85,11.9136,,,,,56.8417,61.3225
Russia,Europe,Eastern Europe,Chukotka Autonomous Okrug,Bilibino nuclear power plant,1,retired,light water graphite reactor,EGP-6,12.0,0.85,0.089352,1974.0,2019.0,1974-04-01,1970-01-01,68.0503,166.5389
Russia,Europe,Eastern Europe,Chukotka Autonomous Okrug,Bilibino nuclear power plant,2,operating,light water graphite reactor,EGP-6,12.0,0.9,0.094608,1975.0,2025.0,1975-02-01,1970-01-01,68.0503,166.5389
Russia,Europe,Eastern Europe,Chukotka Autonomous Okrug,Bilibino nuclear power plant,3,operating,light water graphite reactor,EGP-6,12.0,0.9,0.094608,1976.0,2025.0,1976-02-01,1970-01-01,68.0503,166.5389
Russia,Europe,Eastern Europe,Chukotka Autonomous Okrug,Bilibino nuclear power plant,4,operating,light water graphite reactor,EGP-6,12.0,0.9,0.094608,1977.0,2025.0,1977-01-01,1970-01-01,68.0503,166.5389
Russia,Europe,Eastern Europe,Chukotka Autonomous Okrug,Cape Nagloynyn floating nuclear power plant,1,construction,pressurized water reactor,RITM-200S,106.0,0.85,0.789276,2028.0,,2028,,69.09954,169.4137
Russia,Europe,Eastern Europe,Chukotka Autonomous Okrug,Cape Nagloynyn floating nuclear power plant,2,construction,pressurized water reactor,RITM-200S,106.0,0.85,0.789276,2028.0,,2028,,69.09954,169.4137
Russia,Europe,Eastern Europe,Chukotka Autonomous Okrug,Cape Nagloynyn floating nuclear power plant,3,pre-construction,pressurized water reactor,RITM-200S,106.0,0.85,0.789276,2028.0,,2028,,69.09954,169.4137
Russia,Europe,Eastern Europe,Chukotka Autonomous Okrug,Cape Nagloynyn floating nuclear power plant,4,pre-construction,pressurized water reactor,RITM-200S,106.0,0.85,0.789276,2031.0,,2031,,69.09954,169.4137
Russia,Europe,Eastern Europe,Kostroma,Central/Kostroma nuclear power plant,1,announced,pressurized water reactor,VVER-TOI,1250.0,0.85,9.3075,2030.0,,2030,,58.51381,41.5011
Russia,Europe,Eastern Europe,Kostroma,Central/Kostroma nuclear power plant,2,announced,pressurized water reactor,VVER-TOI,1250.0,0.85,9.3075,2030.0,,2030,,58.51381,41.5011
Russia,Europe,Eastern Europe,Kostroma,Central/Kostroma nuclear power plant,3,cancelled - inferred 4 y,pressurized water reactor,VVER-TOI,1255.0,0.85,9.34473,,,,,58.51381,41.5011
Russia,Europe,Eastern Europe,Kostroma,Central/Kostroma nuclear power plant,4,cancelled - inferred 4 y,pressurized water reactor,VVER-TOI,1255.0,0.85,9.34473,,,,,58.51381,41.5011
Russia,Europe,Eastern Europe,Ulyanovsk Oblast,Dimitrovgrad nuclear power plant,1,cancelled,liquid-metal-cooled fast reactor,SVBR-100,100.0,0.85,0.7446,,,,,54.1866,49.4793
Russia,Europe,Eastern Europe,Tver Oblast,Kalinin nuclear power plant,1,operating,pressurized water reactor,VVER V-338,1000.0,0.9,7.884,1985.0,,1985-06-12,1977-02-01,57.905,35.0614
Russia,Europe,Eastern Europe,Tver Oblast,Kalinin nuclear power plant,2,operating,pressurized water reactor,VVER V-338,1000.0,0.9,7.884,1987.0,,1987-03-03,1982-02-01,57.905,35.0614
Russia,Europe,Eastern Europe,Tver Oblast,Kalinin nuclear power plant,3,operating,pressurized water reactor,VVER V-320,1000.0,0.9,7.884,2005.0,,2005-11-08,1985-10-01,57.905,35.0614
Russia,Europe,Eastern Europe,Tver Oblast,Kalinin nuclear power plant,4,operating,pressurized water reactor,VVER V-320,1000.0,0.9,7.884,2012.0,,2012-12-25,1986-08-01,57.905,35.0614
Russia,Europe,Eastern Europe,Khabarovsk,Khabarovsk nuclear power plant,1,announced,pressurized water reactor,VVER-600/V-498,600.0,0.85,4.4676,2036.0,,2036,,48.467449,135.079984
Russia,Europe,Eastern Europe,Khabarovsk,Khabarovsk nuclear power plant,2,announced,pressurized water reactor,VVER-600/V-498,600.0,0.85,4.4676,2036.0,,2036,,48.467449,135.079984
Russia,Europe,Eastern Europe,Murmansk Oblast,Kola nuclear power plant,1-1,operating,pressurized water reactor,VVER V-230,440.0,0.9,3.46896,1973.0,,1973-12-28,1970-05-01,67.4648,32.4821
Russia,Europe,Eastern Europe,Murmansk Oblast,Kola nuclear power plant,1-2,operating,pressurized water reactor,VVER V-230,440.0,0.9,3.46896,1975.0,,1975-02-21,1970-05-01,67.4648,32.4821
Russia,Europe,Eastern Europe,Murmansk Oblast,Kola nuclear power plant,1-3,operating,pressurized water reactor,VVER V-213,440.0,0.9,3.46896,1982.0,,1982-12-03,1977-04-01,67.4648,32.4821
Russia,Europe,Eastern Europe,Murmansk Oblast,Kola nuclear power plant,1-4,operating,pressurized water reactor,VVER V-213,440.0,0.9,3.46896,1984.0,,1984-12-06,1976-08-01,67.4648,32.4821
Russia,Europe,Eastern Europe,Murmansk Oblast,Kola nuclear power plant,2-1,announced,pressurized water reactor,VVER 600,600.0,0.85,4.4676,2035.0,,2035,2028,67.4648,32.4821
Russia,Europe,Eastern Europe,Murmansk Oblast,Kola nuclear power plant,2-2,announced,pressurized water reactor,VVER 600,600.0,0.85,4.4676,2040.0,,2040,,67.4648,32.4821
Russia,Europe,Eastern Europe,Murmansk Oblast,Kola nuclear power plant,2-3,announced,pressurized water reactor,VVER 600,600.0,0.85,4.4676,2040.0,,2040,,67.4648,32.4821
Russia,Europe,Eastern Europe,Krasnoyarsk,Krasnoyarsk nuclear power plant,1,announced,pressurized water reactor,VVER-1200/V-510,1255.0,0.85,9.34473,2037.0,,2037,,56.003212,92.839889
Russia,Europe,Eastern Europe,Krasnoyarsk,Krasnoyarsk nuclear power plant,2,announced,pressurized water reactor,VVER-1200/V-510,1255.0,0.85,9.34473,2037.0,,2037,,56.003212,92.839889
Russia,Europe,Eastern Europe,Krasnoyarsk,Krasnoyarsk nuclear power plant,3,announced,pressurized water reactor,VVER-1200/V-510,1255.0,0.85,9.34473,2037.0,,2037,,56.003212,92.839889
Russia,Europe,Eastern Europe,Krasnoyarsk,Krasnoyarsk nuclear power plant,4,announced,pressurized water reactor,VVER-1200/V-510,1255.0,0.85,9.34473,2037.0,,2037,,56.003212,92.839889
Russia,Europe,Eastern Europe,Kursk Oblast,Kursk nuclear power plant,1-1,retired,light water graphite reactor,RBMK-1000,1000.0,0.85,7.446,1977.0,2021.0,1977-10-12,1972-06-01,51.6764,35.6064
Russia,Europe,Eastern Europe,Kursk Oblast,Kursk nuclear power plant,1-2,retired,light water graphite reactor,RBMK-1000,1000.0,0.85,7.446,1979.0,2024.0,1979-08-17,1973-01-01,51.6764,35.6064
Russia,Europe,Eastern Europe,Kursk Oblast,Kursk nuclear power plant,1-3,operating,light water graphite reactor,RBMK-1000,1000.0,0.9,7.884,1984.0,,1984-03-30,1978-04-01,51.6764,35.6064
Russia,Europe,Eastern Europe,Kursk Oblast,Kursk nuclear power plant,1-4,operating,light water graphite reactor,RBMK-1000,1000.0,0.9,7.884,1986.0,,1986-02-05,1981-05-01,51.6764,35.6064
Russia,Europe,Eastern Europe,Kursk Oblast,Kursk nuclear power plant,1-5,cancelled,light water graphite reactor,RBMK-1000,1100.0,0.85,8.1906,,,,1985-12-01,51.6764,35.6064
Russia,Europe,Eastern Europe,Kursk Oblast,Kursk nuclear power plant,2-1,construction,pressurized water reactor,VVER V-510,1255.0,0.85,9.34473,2025.0,,2025,2018-04-28,51.688232,35.572784
Russia,Europe,Eastern Europe,Kursk Oblast,Kursk nuclear power plant,2-2,construction,pressurized water reactor,VVER V-510,1255.0,0.85,9.34473,2025.0,,2025,2019-05-01,51.688232,35.572784
Russia,Europe,Eastern Europe,Kursk Oblast,Kursk nuclear power plant,2-3,announced,pressurized water reactor,VVER-TOI,1255.0,0.85,9.34473,2034.0,,2034,,51.688232,35.572784
Russia,Europe,Eastern Europe,Kursk Oblast,Kursk nuclear power plant,2-4,announced,pressurized water reactor,VVER-TOI,1255.0,0.85,9.34473,2034.0,,2034,,51.688232,35.572784
Russia,Europe,Eastern Europe,Leningrad oblast,Leningrad nuclear power plant,1-1,retired,light water graphite reactor,RBMK-1000,1000.0,0.85,7.446,1974.0,2018.0,1974-11-01,1970-03-01,59.8525,29.0486
Russia,Europe,Eastern Europe,Leningrad oblast,Leningrad nuclear power plant,1-2,retired,light water graphite reactor,RBMK-1000,1000.0,0.85,7.446,1976.0,2020.0,1976-02-11,1970-06-01,59.8525,29.0486
Russia,Europe,Eastern Europe,Leningrad oblast,Leningrad nuclear power plant,1-3,operating,light water graphite reactor,RBMK-1000,1000.0,0.9,7.884,1980.0,,1980-06-29,1973-12-01,59.8525,29.0486
Russia,Europe,Eastern Europe,Leningrad oblast,Leningrad nuclear power plant,1-4,operating,light water graphite reactor,RBMK-1000,1000.0,0.9,7.884,1981.0,,1981-08-29,1975-02-01,59.8525,29.0486
Russia,Europe,Eastern Europe,Leningrad oblast,Leningrad nuclear power plant,2-1,operating,pressurized water reactor,VVER V-491,1188.0,0.9,9.366192,2018.0,,2018-10-29,2008-10-25,59.8525,29.0486
Russia,Europe,Eastern Europe,Leningrad oblast,Leningrad nuclear power plant,2-2,operating,pressurized water reactor,VVER V-491,1188.0,0.9,9.366192,2021.0,,2021-03-18,2010-04-15,59.8525,29.0486
Russia,Europe,Eastern Europe,Leningrad oblast,Leningrad nuclear power plant,2-3,construction,pressurized water reactor,VVER-1200/V-491,1170.0,0.85,8.71182,2030.0,,2030,2024-03-14,59.8525,29.0486
Russia,Europe,Eastern Europe,Leningrad oblast,Leningrad nuclear power plant,2-4,construction,pressurized water reactor,VVER-1200/V-491,1170.0,0.85,8.71182,2032.0,,2032,2025-03-20,59.8525,29.0486
Russia,Europe,Eastern Europe,Nizhny Novgorod,Nizhny Novgorod nuclear power plant,1,announced,pressurized water reactor,VVER-TOI,1255.0,0.85,9.34473,2030.0,,2030,,55.73474,42.3443
Russia,Europe,Eastern Europe,Nizhny Novgorod,Nizhny Novgorod nuclear power plant,2,announced,pressurized water reactor,VVER-TOI,1255.0,0.85,9.34473,2030.0,,2030,,55.73474,42.3443
Russia,Europe,Eastern Europe,Nizhny Novgorod,Nizhny Novgorod nuclear power plant,3,cancelled - inferred 4 y,pressurized water reactor,VVER-TOI,1255.0,0.85,9.34473,,,,,55.73474,42.3443
Russia,Europe,Eastern Europe,Nizhny Novgorod,Nizhny Novgorod nuclear power plant,4,cancelled - inferred 4 y,pressurized water reactor,VVER-TOI,1255.0,0.85,9.34473,,,,,55.73474,42.3443
Russia,Europe,Eastern Europe,Krasnoyarsk Krai,Norilsk nuclear power plant,1,announced,pressurized water reactor,RITM-400,80.0,0.85,0.59568,,,,,69.350802,88.18026
Russia,Europe,Eastern Europe,Krasnoyarsk Krai,Norilsk nuclear power plant,2,announced,pressurized water reactor,RITM-400,80.0,0.85,0.59568,,,,,69.350802,88.18026
Russia,Europe,Eastern Europe,Krasnoyarsk Krai,Norilsk nuclear power plant,3,announced,pressurized water reactor,RITM-400,80.0,0.85,0.59568,,,,,69.350802,88.18026
Russia,Europe,Eastern Europe,Krasnoyarsk Krai,Norilsk nuclear power plant,4,announced,pressurized water reactor,RITM-400,80.0,0.85,0.59568,,,,,69.350802,88.18026
Russia,Europe,Eastern Europe,Rostov Oblast,Novocherkassk nuclear power plant,1,announced,pressurized water reactor,VVER-1200/V-510,1200.0,0.85,8.9352,2036.0,,2036,,47.41396,40.092747
Russia,Europe,Eastern Europe,Rostov Oblast,Novocherkassk nuclear power plant,2,announced,pressurized water reactor,VVER-1200/V-510,1200.0,0.85,8.9352,2038.0,,2038,,47.41396,40.092747
Russia,Europe,Eastern Europe,Voronezh Oblast,Novovoronezh nuclear power plant,1-1,retired,pressurized water reactor,VVER V-210,210.0,0.85,1.56366,1964.0,1988.0,1964-12-31,1957-07-01,51.26677,39.2151
Russia,Europe,Eastern Europe,Voronezh Oblast,Novovoronezh nuclear power plant,1-2,retired,pressurized water reactor,VVER V-365,365.0,0.85,2.71779,1970.0,1990.0,1970-04-14,1964-06-01,51.26677,39.2151
Russia,Europe,Eastern Europe,Voronezh Oblast,Novovoronezh nuclear power plant,1-3,retired,pressurized water reactor,VVER V-179,417.0,0.85,3.104982,1972.0,2016.0,1972-06-29,1967-07-01,51.26677,39.2151
Russia,Europe,Eastern Europe,Voronezh Oblast,Novovoronezh nuclear power plant,1-4,operating,pressurized water reactor,VVER V-179,417.0,0.9,3.287628,1973.0,2032.0,1973-03-24,1967-07-01,51.26677,39.2151
Russia,Europe,Eastern Europe,Voronezh Oblast,Novovoronezh nuclear power plant,1-5,operating,pressurized water reactor,VVER V-187,1000.0,0.9,7.884,1981.0,2040.0,1981-02-20,1974-03-01,51.26677,39.2151
Russia,Europe,Eastern Europe,Voronezh Oblast,Novovoronezh nuclear power plant,2-1,operating,pressurized water reactor,VVER V-392M,1180.0,0.9,9.30312,2017.0,,2017-02-27,2008-06-24,51.26677,39.2151
Russia,Europe,Eastern Europe,Voronezh Oblast,Novovoronezh nuclear power plant,2-2,operating,pressurized water reactor,VVER V-392M,1181.0,0.9,9.311004,2019.0,,2019-10-31,2009-07-12,51.26677,39.2151
Russia,Europe,Eastern Europe,Voronezh Oblast,Novovoronezh nuclear power plant,2-3,announced,pressurized water reactor,VVER-1200,1200.0,0.85,8.9352,2032.0,,2032,,51.26677,39.2151
Russia,Europe,Eastern Europe,Voronezh Oblast,Novovoronezh nuclear power plant,2-4,announced,pressurized water reactor,VVER-1200,1200.0,0.85,8.9352,2036.0,,2036,,51.26677,39.2151
Russia,Europe,Eastern Europe,Primorsky Krai,Primorsk nuclear power plant,1,announced,pressurized water reactor,RITM-200S,25.0,0.85,0.18615,,,,,43.4845,132.4955
Russia,Europe,Eastern Europe,Primorsky Krai,Primorsk nuclear power plant,2,announced,pressurized water reactor,RITM-200S,25.0,0.85,0.18615,,,,,43.4845,132.4955
Russia,Europe,Eastern Europe,Primorsky Krai,Primorsk nuclear power plant,3,announced,pressurized water reactor,RITM-200S,25.0,0.85,0.18615,,,,,43.4845,132.4955
Russia,Europe,Eastern Europe,Primorsky Krai,Primorsk nuclear power plant,4,announced,pressurized water reactor,RITM-200S,25.0,0.85,0.18615,,,,,43.4845,132.4955
Russia,Europe,Eastern Europe,Primorsky Krai,Primorsk nuclear power plant,5,pre-construction,pressurized water reactor,VVER-1000,1000.0,0.85,7.446,2033.0,,2033,,43.4845,132.4955
Russia,Europe,Eastern Europe,Primorsky Krai,Primorsk nuclear power plant,6,pre-construction,pressurized water reactor,VVER-1000,1000.0,0.85,7.446,2035.0,,2035,,43.4845,132.4955
Russia,Europe,Eastern Europe,Rostov Oblast,Rostov nuclear power plant,1,operating,pressurized water reactor,VVER V-320,1041.0,0.9,8.207244,2001.0,,2001-12-25,1981-09-01,47.6012,42.3677
Russia,Europe,Eastern Europe,Rostov Oblast,Rostov nuclear power plant,2,operating,pressurized water reactor,VVER V-320,1000.0,0.9,7.884,2010.0,,2010-12-10,1983-05-01,47.6012,42.3677
Russia,Europe,Eastern Europe,Rostov Oblast,Rostov nuclear power plant,3,operating,pressurized water reactor,VVER V-320,1000.0,0.9,7.884,2015.0,,2015-09-17,2009-09-15,47.6012,42.3677
Russia,Europe,Eastern Europe,Rostov Oblast,Rostov nuclear power plant,4,operating,pressurized water reactor,VVER V-320,1030.0,0.9,8.12052,2018.0,,2018-09-28,2010-06-16,47.6012,42.3677
Russia,Europe,Eastern Europe,Tomsk Oblast,Seversk nuclear power plant,1,construction,fast breeder reactor,BREST-OD-300,320.0,0.85,2.38272,2028.0,,2028,2021-06-08,56.6583,84.9482
Russia,Europe,Eastern Europe,Tomsk Oblast,Seversk nuclear power plant,2,cancelled,pressurized water reactor,VVER V-510,1255.0,0.85,9.34473,,,,,56.6583,84.9482
Russia,Europe,Eastern Europe,Tomsk Oblast,Seversk nuclear power plant,Original 1,cancelled,pressurized water reactor,VVER-TOI,1200.0,0.85,8.9352,,,,,56.6583,84.9482
Russia,Europe,Eastern Europe,Tomsk Oblast,Siberian nuclear power plant,ADE-3,retired,light water graphite reactor,unknown,167.0,0.85,1.243482,1961.0,1992.0,1961,,56.6463,84.9127
Russia,Europe,Eastern Europe,Tomsk Oblast,Siberian nuclear power plant,ADE-4,retired,light water graphite reactor,unknown,167.0,0.85,1.243482,1964.0,2008.0,1964,,56.6463,84.9127
Russia,Europe,Eastern Europe,Tomsk Oblast,Siberian nuclear power plant,ADE-5,retired,light water graphite reactor,unknown,167.0,0.85,1.243482,1965.0,2008.0,1965,,56.6463,84.9127
Russia,Europe,Eastern Europe,Tomsk Oblast,Siberian nuclear power plant,EI-2,retired,light water graphite reactor,unknown,50.0,0.85,0.3723,1958.0,1991.0,1958,,56.6463,84.9127
Russia,Europe,Eastern Europe,Tomsk Oblast,Siberian nuclear power plant,I-1,retired,light water graphite reactor,unknown,50.0,0.85,0.3723,1955.0,1990.0,1955,,56.6463,84.9127
Russia,Europe,Eastern Europe,Smolensk Oblast,Smolensk nuclear power plant,1-1,operating,light water graphite reactor,RBMK-1000,1000.0,0.9,7.884,1983.0,2034.0,1983-09-30,1975-10-01,54.1658,33.2358
Russia,Europe,Eastern Europe,Smolensk Oblast,Smolensk nuclear power plant,1-2,operating,light water graphite reactor,RBMK-1000,1000.0,0.9,7.884,1985.0,2034.0,1985-07-02,1976-06-01,54.1658,33.2358
Russia,Europe,Eastern Europe,Smolensk Oblast,Smolensk nuclear power plant,1-3,operating,light water graphite reactor,RBMK-1000,1000.0,0.9,7.884,1990.0,2034.0,1990-10-12,1984-05-01,54.1658,33.2358
Russia,Europe,Eastern Europe,Smolensk Oblast,Smolensk nuclear power plant,1-4,cancelled,light water graphite reactor,RBMK-1000,1000.0,0.85,7.446,,,,1984-10-01,54.1658,33.2358
Russia,Europe,Eastern Europe,Smolensk Oblast,Smolensk nuclear power plant,2-1,pre-construction,pressurized water reactor,VVER-TOI,1250.0,0.85,9.3075,2033.0,,2033,,54.22371,33.1967
Russia,Europe,Eastern Europe,Smolensk Oblast,Smolensk nuclear power plant,2-2,pre-construction,pressurized water reactor,VVER-TOI,1250.0,0.85,9.3075,2033.0,,2033,,54.22371,33.1967
Russia,Europe,Eastern Europe,Smolensk Oblast,Smolensk nuclear power plant,2-3,cancelled - inferred 4 y,pressurized water reactor,VVER-TOI,1250.0,0.85,9.3075,,,,,54.22371,33.1967
Russia,Europe,Eastern Europe,Smolensk Oblast,Smolensk nuclear power plant,2-4,cancelled - inferred 4 y,pressurized water reactor,VVER-TOI,1250.0,0.85,9.3075,,,,,54.22371,33.1967
Russia,Europe,Eastern Europe,Chelyabinsk Oblast,South Urals nuclear power plant,1,cancelled,fast breeder reactor,BN-1200,1220.0,0.85,9.08412,,,,,55.7517,60.9037
Russia,Europe,Eastern Europe,Chelyabinsk Oblast,South Urals nuclear power plant,2,cancelled,fast breeder reactor,BN-1200,1220.0,0.85,9.08412,,,,,55.7517,60.9037
Russia,Europe,Eastern Europe,Chelyabinsk Oblast,South Urals nuclear power plant,3,cancelled - inferred 4 y,fast breeder reactor,BN-1200,1220.0,0.85,9.08412,,,,,55.7517,60.9037
Russia,Europe,Eastern Europe,Tatarstan,Tatar nuclear power plant,1,cancelled - inferred 4 y,pressurized water reactor,VVER-TOI,1250.0,0.85,9.3075,,,,,55.4518,51.2901
Russia,Europe,Eastern Europe,Tatarstan,Tatar nuclear power plant,2,cancelled - inferred 4 y,pressurized water reactor,VVER-TOI,1255.0,0.85,9.34473,,,,,55.4518,51.2901
Russia,Europe,Eastern Europe,Tatarstan,Tatar nuclear power plant,Original 1,cancelled,pressurized water reactor,unknown,950.0,0.85,7.0737,,,,1987-04-01,55.4518,51.2901
Russia,Europe,Eastern Europe,Tatarstan,Tatar nuclear power plant,Original 2,cancelled,pressurized water reactor,unknown,950.0,0.85,7.0737,,,,1988-05-01,55.4518,51.2901
Russia,Europe,Eastern Europe,Tver Oblast,Tver nuclear power plant,1,cancelled,pressurized water reactor,VVER-1200,1200.0,0.85,8.9352,,,,,57.87852,35.0063
Russia,Europe,Eastern Europe,Tver Oblast,Tver nuclear power plant,2,cancelled,pressurized water reactor,VVER-1200,1200.0,0.85,8.9352,,,,,57.87852,35.0063
Russia,Europe,Eastern Europe,Tver Oblast,Tver nuclear power plant,3,cancelled,pressurized water reactor,VVER-1200,1200.0,0.85,8.9352,,,,,57.87852,35.0063
